Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['Programador Senior Java (+8)'],Online,15/11/2024,Krell Consulting & Training,['java'],Programador,GM,34500.0,1,4,2024/11/17
['Technical Lead Front End (React)'],Online,15/11/2024,Bcnc Group,"['react', 'css', 'typescript', 'scrum', 'rest', 'scala']",Analista Programador,Universidad,51000.0,2,31,2024/11/17
['Administrador/a de Sistemas'],Madrid,15/11/2024,CAS TRAINING,"['linux', 'redes', 'cisco', 'unix', 'red hat']",Administrador,Otros titulos,37500.0,1,5,2024/11/17
['Arquitecto/a de Datos (DENODO)'],Badajoz,15/11/2024,Grupo Digital,['denodo'],Arquitecto TIC,Universidad,no disponible,1,0,2024/11/17
['Analista de Datos (Python/PySpark)'],Madrid,15/11/2024,Arelance,"['python', 'scala', 'power bi', 'spark', 'etl', 'iso', 'lan', 'pyspark']",Analista,GM,25500.0,1,105,2024/11/17
['Administrador Sistemas Windows con PKI'],Madrid,17/11/2024,PSS,"['windows', 'active directory', 'windows server', 'powershell']",Administrador,No disponible,no disponible,1,8,2024/11/17
['Desarrollador/a NODEJS'],Online,15/11/2024,CAS TRAINING,['node.js'],Analista Programador,GM,33000.0,1,25,2024/11/17
['Técnico/a Soporte N2 Control-M Python'],Online,15/11/2024,CAS TRAINING,"['control m', 'jenkins', 'python', 'linux', 'windows', 'bash', 'power shell', 'mongo db']",Helpdesk,Otros titulos,25500.0,1,4,2024/11/17
['Desarrollador/a Java Oracle'],Barcelona,15/11/2024,CAS TRAINING,"['java', 'sql', 'javascript', 'micrservices', 'jsp/jstl', 'oracle webcenter']",Analista Programador,GS,no disponible,1,1,2024/11/17
['Programador Java/ SpringBoot/ Inglés B2'],Barcelona,15/11/2024,Krell Consulting & Training,"['java', 'spring', 'jira', 'kafka', 'junit', 'microservicios', 'mongo db']",Programador,GM,33000.0,1,9,2024/11/17
['Analista Programador/a Fullstack Java'],Madrid,15/11/2024,CAS TRAINING,"['java', 'sql', 'javascript', 'spring', 'git', 'angular', 'node.js', 'hiberbate', 'rest', 'mockito', 'junit', 'jest', 'postgresql']",Analista Programador,GS,no disponible,1,1,2024/11/17
['Técnico/a de Campo'],Murcia,15/11/2024,FutuRS,"['microinformatica', 'windows']",Helpdesk,GM,no disponible,1,19,2024/11/17
['Consultor/a MS Dynamics 365'],Barcelona,15/11/2024,CAS TRAINING,"['dynamics 365', 'power platform']",Analista,GS,no disponible,1,0,2024/11/17
['Devops engineer Golang'],Online,15/11/2024,CAS TRAINING,"['go', 'golang', 'docker', 'jenkins']",Analista Programador,Bachillerato/COU,42000.0,2,0,2024/11/17
['Senior Java Developer'],Online,15/11/2024,Bcnc Group,"['java', 'spring', 'microservicios', 'scrum', 'rest', 'agile', 'kafka']",Analista Programador,Universidad,42000.0,4,19,2024/11/17
['DevOps & Cloud Engineer'],Barcelona,15/11/2024,Bcnc Group,"['sql', 'python', 'aws', 'git', 'azure', 'windows', '.net', 'jira']",DevOps,GM,no disponible,1,9,2024/11/17
['Desarrollador ABAP'],Madrid,17/11/2024,ConsulSAP,"['abap', 'sap', 'hana']",Programador,ESO,no disponible,1,7,2024/11/17
['Consultor/a Natural Adabas'],Madrid,15/11/2024,CAS TRAINING,"['cobol', 'cics', 'adabas', 'natural']",Consultor,Universidad,36000.0,1,0,2024/11/17
['Especialista Comercial (marketing)'],Barcelona,15/11/2024,HAYS,['marketing'],Marketing,No disponible,no disponible,1,4,2024/11/17
['Ingeniero/a Comunicaciones'],Online,15/11/2024,CAS TRAINING,"['aws', 'redes', 'cisco', '.net']",Ciberseguridad,Universidad,37500.0,1,6,2024/11/17
['Programador/a Cobol'],Online,15/11/2024,CAS TRAINING,"['cobol', 'db2', 'jcl', 'mainframe']",Programador,Otros titulos,28500.0,1,5,2024/11/17
['Informático con discapacidad'],Madrid,15/11/2024,Page Personnel,"['office 365', 'sharepoint', 'php']",Soporte Técnico,No disponible,no disponible,1,4,2024/11/17
['Administrador de infraestructura'],Baleares,15/11/2024,HAYS,"['microsoft 365', '.net']",Administrador,No disponible,no disponible,1,3,2024/11/17
['.NET CORE Developer'],Alicante,15/11/2024,HAYS,['.net'],Programador,No disponible,no disponible,1,3,2024/11/17
['Administrador/a de Sistemas'],Barcelona,15/11/2024,Page Personnel,"['windows', 'linux']",Soporte Técnico,No disponible,30000.0,1,3,2024/11/17
['Arquitecto/a Tﾃｩcnico IPT'],Madrid,15/11/2024,Serem,"['telefonia', 'videoconferencia', 'cisco', 'ipt']",Arquitecto TIC,No disponible,no disponible,1,7,2024/11/17
['.NET Developer'],Barcelona,15/11/2024,HAYS,"['.net', 'blazor']",Programador,No disponible,no disponible,1,2,2024/11/17
['PHP Backend Developer'],Barcelona,15/11/2024,HAYS,"['php', 'laravel']",Programador,No disponible,no disponible,1,9,2024/11/17
['Jefe de proyecto IT Ã¡reas de Pagos'],Online,15/11/2024,Serem,"['java', 'microservicios', 'spring']",Jefe de Proyecto,No disponible,no disponible,1,20,2024/11/17
['Especialista en Genesys Cloud IVR'],Online,15/11/2024,Serem,"['genesys cloud', 'ivr', 'acd']",Redes,GS,no disponible,1,9,2024/11/17
['Administrador/a Mainframe-Natural Adabas'],Madrid,15/11/2024,Capgemini,"['mainframe', 'natural', 'adabas', 'cics', 'z/os']",Administrador,GS,no disponible,2,8,2024/11/17
['Full Stack Developer Java & Angular'],Barcelona,15/11/2024,CAS TRAINING,"['java', 'sql', 'python', 'spring', 'git', 'angular', '.net']",Analista Programador,Universidad,no disponible,1,0,2024/11/17
['Analista COBOL con IDMS'],Online,17/11/2024,PSS,"['cobol', 'db2', 'jcl', 'idms']",Analista,GS,39000.0,1,4,2024/11/17
['Data Scientist - Python'],Malaga,15/11/2024,Arelance,"['python', 'aws', 'azure', 'cloud', 'llm']",Big Data,Universidad,27000.0,1,18,2024/11/17
['Software Programmer Spark Scala'],Online,15/11/2024,CAS TRAINING,"['scala', 'spark']",Analista Programador,Universidad,no disponible,1,0,2024/11/17
['Programadores Python'],Online,15/11/2024,Seltime,"['python', 'aws', 'git', 'jenkins', 'pyspark', 'cloud', 'spark']",Analista Programador,GS,28500.0,3,91,2024/11/17
['ABAP SAP HR'],Madrid,15/11/2024,Serem,"['sap', 'api', 'data', 'rest', 'lan', 'abap', 'ios', 'rfc', 'ale', 'web services soa', 'web services rest full method']",Analista Programador,GS,no disponible,1,13,2024/11/17
['Consultor/a SAP HCM PY'],Madrid,15/11/2024,Serem,"['sap', 'hana', 'rfc', 'ale', 'web soa', 'web services', 'rest']",Consultor,GS,no disponible,1,8,2024/11/17
['Data & AI - Large Language Model Archite'],Online,15/11/2024,CAS TRAINING,"['git', 'azure', '.net', 'docker', 'cloud', 'microsoft', 'openshift']",Arquitecto TIC,Universidad,no disponible,1,2,2024/11/17
['Técnico audiovisual'],Madrid,15/11/2024,Sedecal,"['adobe premiere', 'premiere pro', 'cupcut', 'photoshop', 'illustrator', 'after effects', 'wordpress']",Diseño gráfico,GM,no disponible,1,49,2024/11/17
['ServiceNow Developer.  100% Teletrabajo'],Online,15/11/2024,Second Window,['servicenow'],Programador,GS,no disponible,1,14,2024/11/17
['Administrador/a de Base de Datos SQL'],Madrid,15/11/2024,Second Window,"['sql', 'iiss', 'ssas']",Base de Datos/DBA,GS,no disponible,1,16,2024/11/17
['Perfil Revisión rendimiento COBOL y ORACLE'],Online,15/11/2024,Grupo Digital,"['cobol', 'oracle', 'gravity', 'partenon']",Programador,Universidad,no disponible,1,2,2024/11/17
['Unix/Linux/VCS Systems Engineer'],Online,15/11/2024,Grupo Digital,"['linux', 'unix', 'vcs']",Técnico de Sistemas,GS,no disponible,1,6,2024/11/17
['Pentester RED TEAM'],Madrid,15/11/2024,KRIPTERIA,"['python', 'powershell', 'bash', 'cobalt strike', 'core impact', 'metasploit']",Ciberseguridad,Otros titulos,no disponible,1,8,2024/11/17
['Ingeniero de desarrollo de Software'],Madrid,15/11/2024,GMV,"['c', 'c plus', 'python']",Programador,No disponible,no disponible,2,3,2024/11/17
['Ingeniero/a de Comunicaciones'],Online,15/11/2024,Grupo Digital,"['redes', 'cisco']",Redes,GS,no disponible,1,12,2024/11/17
"['Técnico Informático, Redes']",Madrid,15/11/2024,Zaidan IT Consulting,"['excel', 'soporte', 'redes', 'lan']",Redes,GM,no disponible,4,5,2024/11/17
['Ingeniero/a GenAI (Azure)'],A Coruna,15/11/2024,Arelance,"['azure', 'genai', 'ai']",Inteligencia Artificial/Machine Learning,GM,33000.0,2,3,2024/11/17
['Analista Funcional Java/Oracle (Seguros)'],Online,15/11/2024,Arelance,"['java', 'sql', 'oracle', 'cloud', 'scrum', 'agile', 'pl/sql']",Analista,GS,40500.0,2,20,2024/11/17
['Programadores Php'],Online,15/11/2024,Seltime,"['php', 'symfony', 'java', 'sql', 'javascript', 'git', 'oracle', 'html', 'css']",Analista Programador,GS,27000.0,4,134,2024/11/17
['Maquetador/a senior'],Online,15/11/2024,Serem,"['html', 'css', 'sass', 'git', 'jenkins', 'bootstrap']",Desarrollador Web,GM,no disponible,1,55,2024/11/17
['Programador/a JavaSpring y SQL'],Online,15/11/2024,CAS TRAINING,"['java', 'sql', 'spring']",Programador,Universidad,20000.0,1,15,2024/11/17
['OutSystems Developer'],Madrid,15/11/2024,CAS TRAINING,['outsystems'],Programador,Otros titulos,31500.0,1,0,2024/11/17
['Perfil de Servicios de ciberseguridad'],Barcelona,15/11/2024,CAS TRAINING,['cibersegurid'],Ciberseguridad,Universidad,22500.0,1,4,2024/11/17
['Técnico/a Informático/a'],Sta. Cruz De Tenerife,15/11/2024,Zaidan IT Consulting,"['soporte', 'hardware']",Soporte Técnico,GM,no disponible,1,4,2024/11/17
['Arquitecto/a IA Generativa'],Madrid,15/11/2024,Grupo Digital,"['genai', 'openai', 'azure']",Inteligencia Artificial/Machine Learning,Universidad,no disponible,1,0,2024/11/17
['Técnico de Redes y Seguridad N2/N3'],Online,15/11/2024,Arelance,"['redes', 'cisco', '.net', 'firewall', 'tcp/ip', 'checkpoint', 'paloalto', 'f5', 'balanceadores']",Redes,GS,31500.0,1,58,2024/11/17
['Software Tester con Inglés'],Asturias,15/11/2024,Digital Talent Agency,"['scrum', 'testing']",Tester,GS,no disponible,2,2,2024/11/17
['Project Manager OSS sector Telco'],Madrid,15/11/2024,Grupo NS,['project manager'],Jefe de Proyecto,GS,42000.0,1,4,2024/11/17
['Consultor/a Oracle Apex y/o Forms'],Online,15/11/2024,CAS TRAINING,"['sql', 'oracle', 'apex', 'pl/sql']",Consultor,Otros titulos,43500.0,1,10,2024/11/17
['Ingeniero/a de Datos Cloud AWS'],Madrid,15/11/2024,CAS TRAINING,"['python', 'aws', 'git', 'cloud']",Big Data,Universidad,no disponible,1,0,2024/11/17
['Power BI + Power Apps Developer. Inglés'],Online,15/11/2024,Grupo NS,"['power bi', 'power apps']",Programador,GS,no disponible,1,5,2024/11/17
['Analista Funcional Cobol (Medios de pagos/tarjeta)'],Online,15/11/2024,Grupo NS,"['cobol', 'cics', 'db2']",Analista,GS,no disponible,1,4,2024/11/17
['Analista y Analista Programador Java'],Online,15/11/2024,Serem,"['java', 'oracle']",Analista Programador,GS,33000.0,4,24,2024/11/17
['Programador/a Java Microservicios'],Online,15/11/2024,CAS TRAINING,"['java', 'javascript', 'spring', 'microservicios']",Analista Programador,GS,no disponible,1,8,2024/11/17
['Desarrollador/a Groovy'],Online,15/11/2024,Serem,"['groovy', 'java', 'spring']",Analista Programador,GS,28500.0,2,4,2024/11/17
['Backend Developer Java'],Madrid,15/11/2024,Serem,"['java', 'sql', 'angular', 'spring', 'microservicios']",Analista,GS,no disponible,5,10,2024/11/17
['Arquitecto/a RDA'],Online,15/11/2024,CAS TRAINING,"['java', 'python', 'javascript', 'api', 'html', 'css', 'rest', 'selenium', 'rda']",Arquitecto TIC,GS,no disponible,1,2,2024/11/17
['Programador/a Senior Java'],Madrid,15/11/2024,Grupo NS,"['java', 'oracle', 'j2ee', 'aws', 'spring', 'docker', 'kafka', 'hibernate']",Programador,GS,no disponible,1,4,2024/11/17
['Data Engineer Python'],Barcelona,15/11/2024,Grupo NS,"['python', 'aws']",Big Data,GS,no disponible,1,1,2024/11/17
['Fullstack Java (Springboot/Microservicios/Angular)'],Online,15/11/2024,Grupo NS,"['java', 'angular', 'microservicios', 'spring', 'hibernate']",Programador,GS,no disponible,1,17,2024/11/17
['Devops AWS'],Madrid,15/11/2024,Grupo NS,"['aws', 'docker', 'terraform']",DevOps,GS,no disponible,1,3,2024/11/17
['Analista Programador/a Cobol/Unix/Oracle'],Online,15/11/2024,Grupo NS,"['cobol', 'unix', 'oracle', 'sql']",Analista Programador,GS,no disponible,1,9,2024/11/17
['Técnico/a Instalación de alarmas'],Teruel,15/11/2024,Grupo Sermicro,['electronica'],Técnico de Mantenimiento,GM,no disponible,1,3,2024/11/17
['Data Tech Lead'],Online,15/11/2024,NPR Spain,"['sql', 'python', 'aws', 'data', 'scala', 'spark']",Big Data,GM,no disponible,1,20,2024/11/17
['Desarrollador Datastage con Inglés'],Madrid,15/11/2024,Arelance,"['datastage', 'git', 'oracle', 'jira', 'data', 'etl', 'bi']",Programador,GS,40500.0,1,6,2024/11/17
['Ingeniero/a Windows Unix/Linux'],Online,15/11/2024,Tuyú Technology,"['linux', 'windows', 'api', 'hardware', 'unix']",Técnico de Sistemas,GS,34500.0,1,4,2024/11/17
['Consultor SAP de Time Management'],Online,17/11/2024,PANEL Sistemas Informáticos,"['sap', 'successfactors']",Consultor,Universidad,no disponible,3,4,2024/11/17
['Ingeniero Soporte Informático Junior'],Madrid,15/11/2024,Quental,"['soporte', 'oracle', 'unix']",Soporte Técnico,Universidad,no disponible,2,15,2024/11/17
['Programadores .NET/Angular'],Online,15/11/2024,Seltime,"['.net', 'sql', 'git', 'angular', 'react', 'sql server', 'microsoft']",Analista,GS,no disponible,5,63,2024/11/17
['Administrador/a Almacenamiento'],Online,15/11/2024,PSS,"['nas', 'san']",Administrador,ESO,42000.0,1,40,2024/11/17
['Analistas Programadores Java/Spring Boot'],Online,15/11/2024,Seltime,"['java', 'spring', 'microservicios']",Analista,GS,no disponible,7,34,2024/11/17
['Analista programador Oracle EBS y APEX'],Madrid,15/11/2024,Sedecal,"['sql', 'linux', 'oracle', 'soporte', 'pl/sql', 'iam']",Analista Programador,GS,46500.0,1,15,2024/11/17
['Teleoperador/a con Francés'],Online,15/11/2024,Serem,['helpdesk'],Helpdesk,ESO,17000.0,15,19,2024/11/17
['Analista programador/a Snowflake'],Online,15/11/2024,Krell Consulting & Training,"['snowflake', 'jira', 'servicenow']",Analista Programador,ESO,no disponible,1,11,2024/11/17
['Analista de datos SNOWFLAKE'],Online,15/11/2024,Krell Consulting & Training,"['snowflake', 'sql', 'python', 'aws']",Big Data,ESO,no disponible,1,12,2024/11/17
['Consultor/a Adabas/Natural/Cobol/CICS'],Madrid,15/11/2024,Krell Consulting & Training,"['adabas', 'natural', 'cobol', 'cics']",Consultor,GS,no disponible,1,6,2024/11/17
['Operador de Sistemas'],Madrid,15/11/2024,PSS,"['linux', 'windows', 'nagios', 'remedy', 'prometheus']",Operador,GS,21000.0,1,37,2024/11/17
['Project Management Officer (PMO)'],Barcelona,15/11/2024,Social You,"['jira', 'agile', 'scrum', 'excel', 'confluence', 'office']",Jefe de Proyecto,Universidad,46500.0,1,80,2024/11/17
['Analista Programador zOS'],Online,15/11/2024,Social You,"['oracle', 'db2', 'cics', 'host', 'eclipse', 'batch', 'zos', 'pl1', 'sto', 'ads', 'eclipse oracle']",Analista Programador,GS,34500.0,1,17,2024/11/17
['Responsable Marketing Digital'],Barcelona,15/11/2024,Social You,"['marketing', 'sem', 'ecommerce', 'hubspot', 'sap', 'salesforce', 'b2b', 'b2c']",Marketing,GS,37500.0,1,26,2024/11/17
['Ingenieros/as Software .NET con Inglés'],Asturias,15/11/2024,Digital Talent Agency,"['.net', 'c#']",Analista Programador,Universidad,no disponible,2,0,2024/11/17
['QA Tester -  automático'],Online,15/11/2024,Arelance,"['selenium', 'devops', 'grafana', 'qa', 'jmeter']",DevOps,Universidad,31500.0,1,40,2024/11/17
['DEM Tool SME (Systrack)'],Madrid,15/11/2024,Capgemini,"['sytrack', 'nexthink', 'sql']",Ingenieros/Industria,GS,no disponible,1,12,2024/11/17
['Backend Developer Ruby on Rails'],Malaga,15/11/2024,IT Jobs Worldwide,"['ruby on rails', 'rest']",Programador,No disponible,no disponible,1,4,2024/11/17
['Administrador/a de Sistemas Wintel Intensiva tarde'],Madrid,15/11/2024,Second Window,"['wintel', 'windows', 'vmware']",Administrador,GS,no disponible,1,34,2024/11/17
['Técnico de Sistemas'],Murcia,15/11/2024,Rointe,"['windows server', 'scada', 'nas', 'microinformatica']",Soporte Técnico,GM,19500.0,1,26,2024/11/17
['Ingeniero informático con CAP'],Online,15/11/2024,EIP Escuela Internacional Posgrados,"['ciberseguridad', 'redes']",Formador,Universidad,no disponible,2,11,2024/11/17
['Fullstack Developer Inglés C1'],Madrid,15/11/2024,Second Window,"['java', 'angular', 'spring']",Programador,GS,no disponible,1,13,2024/11/17
['Administrador de sistemas'],Baleares,15/11/2024,Bodegas Túnel,"['microinformatica', 'windows', 'office', 'vmware']",Administrador,GS,no disponible,1,16,2024/11/17
['Python Developer. Inglés C1'],Madrid,15/11/2024,Second Window,"['python', 'jenkins', 'mongo db']",Programador,GS,no disponible,1,10,2024/11/17
['Backend Engineer'],Barcelona,15/11/2024,Mytheresa,"['php', 'symfony']",Programador,No disponible,no disponible,1,6,2024/11/17
['Desarrollador/a MicroStrategy'],Madrid,15/11/2024,Serbyte Servicios IT,['microstrategy'],Programador,No disponible,39000.0,1,2,2024/11/17
['Data and Algorithm Development Engineer'],Barcelona,15/11/2024,INNITIUS,"['python', 'r', 'sql']",Big Data,No disponible,no disponible,1,1,2024/11/17
['Full Stack Developer'],Online,15/11/2024,ThePower,"['react', 'mongo db']",Programador,No disponible,no disponible,1,45,2024/11/17
['Junior Product Engineer'],Madrid,15/11/2024,Qlip,"['uipath', 'power automate', 'python']",Jefe de Proyecto,No disponible,27000.0,1,8,2024/11/17
['Soporte Técnico'],Lleida,15/11/2024,Tadatic,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,3,2024/11/17
['Perfiles Liferay'],Madrid,15/11/2024,Serbyte Servicios IT,"['liferay', 'java', 'jsp', 'html']",Programador,No disponible,no disponible,1,1,2024/11/17
['Servicenow developer'],Online,15/11/2024,Serbyte Servicios IT,['servicenow'],Programador,No disponible,37500.0,1,7,2024/11/17
['Desarrollador Backend'],Barcelona,15/11/2024,Serbyte Servicios IT,"['mongo db', 'node.js', 'express']",Programador,No disponible,45000.0,1,10,2024/11/17
['User Support'],Madrid,15/11/2024,Serbyte Servicios IT,"['soporte', 'microinformatica']",Soporte Técnico,No disponible,no disponible,1,24,2024/11/17
['Tester Manual Inglés'],Online,15/11/2024,PANEL Sistemas Informáticos,['testing'],Tester,Universidad,no disponible,7,35,2024/11/17
['Graduate Program: Frontend Engineer'],Online,15/11/2024,Revolut,"['javascript', 'react']",Desarrollador Web,Bachillerato/COU,no disponible,1,53,2024/11/17
['Técnico instalador (Red móvil)- Norte'],Bizkaia,15/11/2024,OFG,"['radio', 'ericsson', 'bts', '5g']",Soporte Técnico,GM,no disponible,5,2,2024/11/17
['Analista Programador/a PL1'],Online,15/11/2024,Tuyú Technology,"['pl1', 'cics', 'db2', 'sto', 'ads']",Analista Programador,ESO,34500.0,1,14,2024/11/17
['Business Analyst BANCA'],Madrid,15/11/2024,Krell Consulting & Training,"['bpm', 'rpa', 'ia', 'process mining']",Analista,GM,no disponible,1,12,2024/11/17
['Desarrollador/a Backend Java'],Asturias,15/11/2024,Digital Talent Agency,"['java', 'spring', 'eclipse', 'rest', 'jsf']",Programador,GS,no disponible,1,9,2024/11/17
['Ing Desarrollo de Interfaces Gráficas'],Madrid,15/11/2024,Sedecal,"['qml', 'c#', 'java', 'qt', 'python', 'javascript', 'linux', 'windows', 'typescript']",Programador,Universidad,37500.0,1,14,2024/11/17
['Desarrollador/a Outsystems'],Online,15/11/2024,Tuyú Technology,"['low code', 'outsystems']",Desarrollador Web,ESO,27000.0,1,5,2024/11/17
['Analista Programador/a Cobol/Java'],Online,15/11/2024,Second Window,"['java', 'cobol']",Analista Programador,GS,no disponible,1,17,2024/11/17
['DevOps CI/CD'],Online,15/11/2024,PANEL Sistemas Informáticos,"['ci/cd', 'git', '.net', 'docker', 'jenkins', 'cloud']",DevOps,GS,no disponible,1,26,2024/11/17
